"English","Logical","Quant","Domain","ComputerProgramming","ElectronicsAndSemicon","ComputerScience","MechanicalEngg","ElectricalEngg","TelecomEngg","CivilEngg","conscientiousness","agreeableness","extraversion","nueroticism","openess_to_experience","Salary"
"515","465","625","0.538386892985096","-1","333","-1","-1","-1","260","-1","-0.4173","0.9688","0.672","-1.5828","0.0284","360000"
"520","545","560","0.622642915849938","445","-1","407","-1","-1","-1","-1","-0.159","0.3789","0.4711","1.4136","-0.2859","105000"
"515","545","665","0.942116551485008","575","-1","-1","-1","-1","-1","-1","-0.880999999999999","0.3448","-1.6502","0.26793","-0.1295","490000"
"570","500","590","-1.0","-1","-1","-1","-1","-1","-1","-1","0.99","-0.6201","-0.4511","0.3995","-1.0524","350000"
"525","460","570","0.943272157866555","-1","452","-1","-1","-1","-1","-1","-0.0154","1.2114","-0.6048","1.0333","1.4386","180000"
"635","535","645","0.960603251997053","415","466","-1","-1","-1","526","-1","1.2056","1.1248","0.2366","-0.5253","0.0284","150000"
"545","410","560","0.622642915849938","515","-1","407","-1","-1","-1","-1","-1.5953","0.5454","-2.9102","1.794","1.0554","100000"
"535","690","620","0.943272157866555","475","452","-1","-1","-1","-1","-1","-0.0154","0.5454","-0.2974","-0.8682","-0.0943","335000"
"625","575","725","0.995464718630865","685","-1","-1","-1","-1","-1","-1","-0.4173","0.0328","-2.1219","-1.34787","0.1864","420000"
"490","470","585","0.953899775079926","475","-1","530","-1","-1","-1","-1","1.1336","1.5444","1.547","-1.7556","-0.0943","235000"
"464","575","395","0.600057182338341","435","-1","-1","-1","-1","-1","-1","-0.880999999999999","0.1888","-1.5051","0.8848","-0.8799","60000"
"720","530","500","0.649389714846691","475","356","-1","-1","-1","-1","-1","-1.7389","-1.2861","-1.6807","1.2869","-1.6273","610000"
"445","465","355","0.635978756456794","445","-1","-1","-1","-1","-1","-1","0.9737","0.6568","-0.344","-1.2303","-0.6035","115000"
"675","685","585","0.990008756723898","655","-1","-1","-1","-1","-1","-1","-0.7264","0.0328","-1.6502","-0.8778","-0.1295","4000000"
"430","555","535","0.943272157866555","345","452","-1","-1","-1","-1","-1","-0.0154","0.3789","-0.6048","-1.1218","0.8637","180000"
"335","525","475","0.563267823666597","425","-1","-1","-1","-1","-1","-1","-1.3447","-1.5273","0.8171","-0.0552","-1.2354","350000"
"660","380","680","0.538386892985096","-1","333","-1","-1","-1","-1","-1","-0.159","0.3789","0.9322","-1.2486","0.2889","250000"
"720","620","500","0.938399136791175","-1","-1","-1","-1","553","-1","-1","-0.4463","-0.1206","-0.1437","0.9066","-1.8189","225000"
"430","545","545","0.911395278391328","-1","-1","500","-1","-1","-1","-1","0.2718","-0.1206","1.2396","0.2727","0.8637","145000"
"570","435","270","-1.0","285","-1","-1","-1","-1","-1","-1","1.5644","0.7119","-1.2196","-0.4879","1.4386","265000"
"485","385","445","0.783303536670298","405","388","-1","-1","-1","-1","-1","-0.5899","0.7119","0.6248","0.1459","0.6721","205000"
"395","505","525","0.783303536670298","455","388","-1","-1","-1","-1","-1","0.1282","-0.4536","0.1637","0.3995","-0.4776","120000"
"535","605","665","0.998876108102859","735","-1","653","-1","-1","-1","-1","1.4208","1.0449","0.6248","0.2727","1.247","340000"
"415","475","330","0.842248322257836","445","-1","469","-1","-1","-1","-1","-1.0208","-1.6191","-0.7585","0.3995","0.4805","105000"
"385","505","545","0.229481754911755","335","266","-1","-1","-1","-1","-1","0.6646","-0.2793","-0.0537","1.4724","0.0284","280000"
"365","355","305","0.342314899911815","365","300","-1","-1","-1","-1","-1","0.3836","-0.9884","-0.2516","0.4041","-0.8045","100000"
"580","510","340","0.953899775079926","375","-1","530","-1","-1","-1","-1","-0.5899","0.0459","1.2396","0.2727","-0.4776","200000"
"605","485","650","0.911395278391328","565","-1","500","-1","-1","-1","-1","-0.3027","0.5454","0.7785","0.1459","-0.0943","305000"
"345","455","554","0.21678548596901","325","-1","-1","-1","-1","-1","-1","0.2009","-0.6693","0.2729","1.2374","-0.4455","120000"
"365","305","545","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.1082","0.3448","1.2525","0.7673","0.3444","505000"
"625","560","620","0.911395278391328","615","-1","500","-1","-1","-1","-1","-1.7389","0.0459","-1.8344","-0.7415","-0.8608","300000"
"570","485","355","0.493596387301038","495","324","-1","-1","-1","-1","-1","0.99","1.5444","-0.6048","-0.4879","0.4805","325000"
"315","435","355","0.356536487724475","335","-1","346","-1","-1","-1","-1","0.4155","0.5454","0.9322","-0.6147","0.8637","1500000"
"525","605","595","0.670743151433127","455","-1","-1","-1","-1","-1","-1","-0.4173","1.0858","-0.2714","-0.407769999999999","0.0284","820000"
"660","585","620","0.0219691089363428","-1","164","376","-1","-1","-1","-1","1.2772","-0.6201","-0.1437","-1.6289","-0.0943","305000"
"485","610","575","0.493596387301038","495","324","-1","-1","-1","-1","-1","-2.0262","0.3789","-1.2196","0.3995","0.6721","180000"
"395","400","390","0.486747008438193","305","-1","376","-1","-1","-1","-1","0.8463","-0.2871","0.01","0.2727","0.0973","120000"
"505","505","445","0.190153405601018","315","-1","-1","-1","-1","-1","-1","-1.0355","-1.3713","0.2366","-0.5253","0.0284","240000"
"630","580","485","0.436962648056859","395","-1","-1","-1","-1","324","-1","-0.8772","-1.2861","-0.9122","1.9207","0.4805","95000"
"520","630","680","0.23780283983757","425","-1","315","-1","-1","-1","-1","-1.0208","0.8784","1.2396","-0.1076","1.6302","300000"
"404","505","435","0.635978756456794","445","-1","-1","-1","-1","-1","-1","-0.5332","-0.1232","-0.0537","1.3255","0.5024","200000"
"415","435","554","0.978855302392712","-1","-1","-1","564","-1","-1","-1","0.9737","1.4368","0.0914","-0.43717","-0.4455","415000"
"465","510","450","-1.0","-1","-1","-1","-1","-1","-1","-1","0.8463","1.2114","0.3174","-1.6289","-0.2859","110000"
"440","435","485","0.755375120895548","-1","-1","-1","446","-1","-1","-1","1.4208","1.0449","1.2396","0.5262","1.247","210000"
"545","630","500","0.842248322257836","465","-1","469","-1","-1","-1","-1","0.1282","0.0459","1.8543","-0.1076","0.4805","120000"
"555","554","605","0.694479327708463","-1","366","-1","-1","-1","-1","-1","-1.8083","-0.4353","0.672","-1.3478","-0.9194","700000"
"605","640","695","0.991397583740291","435","516","-1","-1","-1","-1","-1","-1.5953","-1.1196","-1.0659","-1.2486","-0.2859","350000"
"500","375","520","0.356536487724475","285","-1","346","-1","-1","-1","-1","1.4208","1.7109","1.2396","0.1459","0.6721","300000"
"435","545","455","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.2782","0.8128","0.5269","-0.34897","-0.6035","240000"
"595","545","690","0.999910407631314","615","-1","715","-1","-1","-1","-1","0.5591","1.2114","-0.6048","-0.4879","1.6302","310000"
"495","575","625","0.98374996654107","635","-1","-1","-1","-1","-1","-1","1.4374","1.9048","0.9623","0.4442","0.5024","490000"
"675","565","405","0.868736585485218","335","-1","376","-1","-1","420","-1","0.8463","1.0449","0.7785","-2.643","0.2889","330000"
"705","625","625","0.997427833228017","705","-1","-1","-1","-1","-1","-1","0.51","1.2808","0.0914","-0.7603","0.5024","650000"
"615","525","544","0.843123726665742","515","-1","-1","-1","-1","-1","-1","-1.4992","0.9688","-0.6343","-0.2902","-1.7093","755000"
"375","445","445","0.0233121682429863","-1","166","-1","-1","-1","260","-1","0.51","-0.7473","0.672","-0.7603","0.0284","600000"
"535","515","475","0.229481754911755","425","266","-1","-1","-1","366","-1","0.3555","0.3448","0.672","-1.1128","-0.1295","250000"
"500","555","665","0.978799292641428","615","-1","561","-1","-1","-1","-1","-0.3027","-1.9521","-0.6048","0.653","-0.0943","335000"
"640","535","590","0.953899775079926","475","-1","530","-1","-1","-1","-1","1.2772","0.5454","1.8543","-0.995","0.0973","350000"
"485","485","445","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.9737","1.1248","-1.2148","-1.4066","-1.0774","200000"
"535","535","400","0.744758354008939","-1","-1","438","-1","-1","-1","-1","-1.1644","-0.2871","-1.6807","0.3995","-1.6273","150000"
"465","495","485","0.376059586651545","385","300","-1","-1","-1","-1","-1","-0.2628","0.5008","-0.1988","-1.4653","0.0284","680000"
"500","440","455","0.694479327708463","-1","366","-1","-1","-1","-1","-1","0.99","-0.7866","0.1637","1.0333","0.2889","200000"
"590","670","500","0.783303536670298","475","388","-1","-1","-1","-1","-1","-0.4463","0.0459","0.9322","-1.8824","0.4805","320000"
"535","510","485","0.193768441980019","375","-1","-1","-1","324","-1","-1","0.8463","0.7119","0.01","-2.2627","1.0554","315000"
"385","510","310","0.276047228046856","345","-1","-1","-1","-1","-1","-1","0.2718","-0.2871","-1.6807","-0.2344","-0.4776","275000"
"515","615","695","0.916869961103619","555","-1","-1","-1","-1","-1","-1","-0.4173","0.6568","-0.0537","-0.9953","-1.8673","470000"
"485","315","545","0.144789889482462","445","-1","284","-1","-1","-1","-1","0.2718","0.2124","-0.1437","0.2727","-0.8608","330000"
"525","590","635","0.112139438207403","-1","228","-1","-1","-1","388","-1","-0.0154","-0.2871","-1.527","-0.4879","-2.2021","250000"
"520","555","560","0.376059586651545","-1","300","-1","-1","-1","340","-1","1.4208","0.3789","1.0859","-0.6147","0.8637","400000"
"420","455","440","0.165633091512476","305","-1","-1","-1","-1","-1","-1","0.5591","0.7119","0.3174","0.3995","1.0554","120000"
"430","365","355","0.414337426422751","-1","-1","-1","366","-1","-1","-1","-0.3027","0.8784","0.6248","1.1601","1.0554","130000"
"555","555","385","0.328746378624932","-1","-1","-1","346","-1","-1","-1","-0.4463","-0.1206","-1.0659","-0.1076","-0.0943","240000"
"394","475","515","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.2009","0.9688","-1.7954","-0.4078","0.5419","100000"
"535","615","625","0.824666400671332","355","400","-1","-1","-1","-1","-1","-1.0355","-0.4353","-2.6662","-0.7603","0.3444","650000"
"455","435","475","0.557389505646088","-1","292","-1","-1","420","-1","-1","1.8517","0.0459","-0.7585","-2.136","-0.4776","240000"
"465","535","555","0.649389714846691","345","356","-1","-1","-1","473","-1","-0.3027","-0.6201","-3.525","-0.2344","-1.4356","300000"
"325","410","370","0.328746378624932","-1","-1","-1","346","-1","-1","-1","-3.1752","-0.1206","0.4711","1.6672","0.4805","95000"
"565","475","615","0.229481754911755","485","266","-1","-1","-1","-1","-1","1.4374","1.9048","1.2525","-0.26087","0.8183","240000"
"650","655","720","0.985461394326131","-1","500","-1","-1","-1","393","-1","1.5644","0.7119","0.4711","-0.3612","0.2889","800000"
"485","450","455","0.59828069148683","-1","-1","-1","407","-1","-1","-1","-0.3027","-1.4526","-0.2974","1.2869","-1.4356","145000"
"435","565","575","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-0.7264","-0.4353","-1.2511","1.58992999999999","-0.9194","420000"
"365","464","375","0.23780283983757","425","-1","315","-1","-1","-1","-1","-1.1644","-0.1206","-0.2974","-1.2486","0.8637","160000"
"475","455","525","0.342314899911815","365","-1","-1","-1","-1","-1","-1","-0.4595","0.0328","-1.7083","0.2759","0.7657","240000"
"500","505","565","0.622642915849938","495","-1","407","-1","-1","-1","-1","0.1282","0.7119","0.4711","-1.3753","-0.2859","300000"
"464","435","554","0.700826161753383","464","-1","-1","-1","-1","-1","-1","-1.3447","-1.2153","-0.6343","-0.2902","-1.0774","530000"
"615","525","680","0.376059586651545","-1","300","-1","-1","-1","-1","-1","-1.308","-0.2871","-0.6048","0.2727","-1.244","405000"
"675","570","355","0.911395278391328","515","-1","500","-1","-1","-1","-1","-0.0154","0.7119","-0.7585","1.0333","0.4805","90000"
"500","580","665","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.2718","0.5454","-0.4511","-0.7415","-0.2859","200000"
"685","610","590","0.881620069530177","405","420","-1","-1","-1","446","-1","0.8463","0.8784","1.0859","-0.4879","0.6721","350000"
"560","485","450","0.622642915849938","485","-1","407","-1","-1","-1","-1","-0.0154","1.2114","1.0859","-1.5021","0.2889","340000"
"415","485","530","-1.0","-1","-1","-1","-1","-1","-1","-1","-0.4173","0.1498","-0.598","0.6498","0.1864","215000"
"395","510","605","0.338786347219528","385","292","-1","-1","-1","-1","-1","0.99","0.7119","1.2396","-1.6289","1.0554","280000"
"625","515","535","0.635978756456794","445","-1","-1","-1","-1","-1","-1","0.3555","1.1248","0.672","0.5323","1.4502","240000"
"640","555","585","0.622642915849938","475","-1","407","-1","-1","-1","-1","0.4155","0.2124","-0.2974","-1.3753","-0.2859","325000"
"475","485","535","0.622642915849938","445","-1","407","-1","-1","-1","-1","-0.7335","-0.4536","0.4711","0.2727","0.4805","320000"
"545","450","525","-1.0","275","-1","346","-1","-1","-1","-1","-0.3027","0.2124","-2.2954","-0.995","-0.8608","240000"
"525","605","740","-1.0","395","-1","-1","-1","-1","-1","-1","-0.4463","0.3789","1.547","-0.6147","0.2889","180000"
"735","580","570","-1.0","-1","-1","-1","-1","-1","-1","-1","0.1282","-0.4536","-1.2196","-1.2486","-2.0105","245000"
"630","580","665","0.744758354008939","615","-1","438","-1","-1","-1","-1","0.2718","0.7119","0.3174","-0.8682","0.0973","335000"
"625","535","605","0.968237495890543","605","-1","-1","-1","-1","-1","-1","0.2009","0.1888","-0.9245","0.0623","-0.2875","400000"
"665","665","635","0.670743151433127","455","-1","-1","-1","-1","-1","-1","-0.2628","0.3448","0.3817","-1.1128","-1.0774","240000"
"510","505","595","0.978799292641428","455","-1","561","-1","-1","-1","-1","0.4155","0.0459","0.01","0.2727","0.0973","300000"
"395","425","590","0.916869961103619","555","-1","-1","-1","-1","-1","-1","-1.7389","-2.1186","-2.2954","0.0192","-1.8189","170000"
"415","450","500","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-0.4463","-0.1206","-0.4511","0.653","-0.2859","180000"
"505","525","525","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.7264","1.1248","0.0914","2.53","0.8183","425000"
"580","570","825","0.968237495890543","605","-1","-1","-1","-1","-1","-1","0.5591","0.2124","0.01","-0.1076","-0.2859","480000"
"455","505","630","0.356536487724475","355","-1","346","-1","-1","-1","-1","-1.1644","0.0459","-0.6048","-1.2486","-1.0524","180000"
"535","465","605","0.538386892985096","-1","333","-1","-1","-1","366","-1","-2.272","-0.4353","-0.344","2.4125","0.1864","140000"
"430","455","320","0.112139438207403","-1","228","-1","-1","-1","356","-1","0.7027","0.5454","0.9322","0.7798","0.4805","150000"
"605","435","525","0.694479327708463","-1","366","-1","-1","-1","-1","-1","-1.0135","-0.2793","-0.1988","0.7493","-0.2875","345000"
"535","555","560","-1.0","-1","-1","-1","-1","-1","-1","-1","1.2772","-0.1206","0.01","-0.6147","-0.8608","300000"
"425","325","505","0.654107474545933","375","266","-1","420","-1","-1","380","1.9011","0.8128","0.2366","-1.8179","-1.5513","440000"
"380","580","445","0.694479327708463","405","366","-1","-1","-1","340","-1","-0.4463","-0.1206","0.6248","1.2869","1.0554","180000"
"555","520","500","0.793580614548506","495","-1","-1","-1","-1","-1","-1","1.4208","0.5454","0.7785","-2.2627","-0.0943","190000"
"565","395","555","0.229481754911755","-1","266","-1","-1","-1","340","-1","0.8192","-0.1232","-0.9245","-0.0552","1.1343","240000"
"580","535","455","0.884122511593735","535","-1","-1","-1","-1","-1","-1","-0.2628","0.0328","-1.4688","1.9424","-1.3934","445000"
"505","475","505","0.124502074009537","385","233","-1","-1","-1","-1","-1","-0.1082","-0.4353","-0.6343","0.7673","1.2923","500000"
"505","415","395","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-1.3447","0.5008","-1.3599","1.4724","-0.6035","410000"
"360","325","325","0.163630926631106","-1","-1","-1","-1","313","-1","-1","0.4155","-0.2871","-0.4511","0.7798","-0.0943","215000"
"500","525","705","0.744758354008939","645","-1","438","-1","-1","-1","-1","0.1282","0.5454","0.01","-1.5021","-0.0943","600000"
"420","445","510","0.486747008438193","505","-1","376","-1","-1","-1","-1","1.4208","0.7119","-0.2974","-1.6289","-0.2859","350000"
"590","400","560","0.0669607065028304","-1","-1","-1","253","-1","-1","-1","0.8463","-0.6201","0.6248","0.3995","1.4386","300000"
"395","635","495","0.704090412131314","465","-1","-1","-1","-1","-1","-1","-0.2628","-0.5523","-0.598","0.0623","-0.1295","180000"
"505","495","535","0.968237495890543","605","-1","-1","-1","-1","-1","-1","0.1623","1.4368","0.672","-0.2609","-0.1295","120000"
"395","485","415","0.978855302392712","-1","-1","-1","564","-1","-1","-1","-0.4173","0.3448","-1.2148","-0.2902","-0.7615","390000"
"335","400","330","0.23780283983757","325","-1","315","-1","-1","-1","-1","0.5591","-0.1206","-0.1437","-0.1076","-0.8608","175000"
"585","315","455","0.519863918067143","-1","300","-1","-1","411","-1","-1","-1.3447","-0.2012","0.4906","-0.407769999999999","-1.0774","305000"
"675","645","665","0.536782666535172","355","-1","-1","-1","-1","-1","356","-0.5899","0.2124","0.3174","1.0333","-0.8608","405000"
"570","520","430","0.819416529835888","505","-1","-1","-1","-1","-1","-1","1.5644","1.2114","0.6248","0.3995","0.8637","350000"
"605","545","585","0.783303536670298","-1","388","-1","-1","-1","388","-1","0.8463","0.3789","1.0859","-1.7556","-0.0943","325000"
"525","505","485","0.0587928000083534","-1","200","-1","-1","-1","-1","-1","1.2828","1.2028","-0.7068","-0.6428","0.5024","340000"
"510","585","650","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.5591","1.0449","0.4711","-1.7556","0.0973","325000"
"335","525","565","0.525922584252055","415","-1","-1","-1","-1","-1","-1","1.2056","1.4368","1.9782","1.9424","0.0284","240000"
"430","460","415","0.622642915849938","455","-1","407","-1","-1","-1","-1","-0.8772","-2.1186","0.1637","0.653","-3.3518","200000"
"430","530","630","0.996744486852253","645","-1","623","-1","-1","-1","-1","0.7027","1.0449","-0.6048","-0.2344","0.2889","265000"
"545","505","544","0.338786347219528","315","292","-1","-1","-1","-1","-1","0.7027","0.5454","0.7785","0.0192","-0.4776","220000"
"560","505","585","0.842248322257836","615","-1","469","-1","-1","-1","-1","-0.5899","1.0449","-1.3733","-0.995","-0.4776","335000"
"640","645","690","0.356536487724475","535","-1","346","-1","-1","-1","-1","-0.159","0.3789","-1.527","0.2727","0.8637","325000"
"595","425","425","0.525922584252055","415","-1","-1","-1","-1","-1","-1","-0.4173","0.8128","-0.344","0.4148","0.3444","240000"
"485","555","605","0.414337426422751","-1","-1","-1","366","-1","-1","-1","0.7027","0.8784","0.4711","-1.5021","0.0973","380000"
"455","655","595","0.538386892985096","-1","333","-1","-1","-1","-1","-1","-0.4173","0.6568","0.5269","0.8848","-0.1295","415000"
"585","415","505","0.535862819499896","235","366","-1","393","-1","-1","320","-0.1082","1.1248","-0.1988","0.0623","0.3444","350000"
"515","505","454","0.704090412131314","465","-1","-1","-1","-1","-1","-1","-0.1082","0.9688","0.8171","-0.8778","0.3444","480000"
"505","615","615","0.916869961103619","555","-1","-1","-1","-1","-1","-1","1.2828","0.5008","-0.7794","-1.23027","-0.1521","560000"
"335","460","400","-1.0","-1","-1","-1","-1","-1","-1","-1","-1.8825","-2.2851","-1.8344","0.1459","-1.4356","165000"
"385","435","385","0.376059586651545","375","300","-1","-1","-1","-1","-1","-0.1082","-0.7473","-0.4891","-0.4078","-0.6035","350000"
"575","455","605","0.538386892985096","-1","333","-1","-1","-1","340","-1","-0.7264","-0.9033","-0.4891","-0.1727","-1.3539","500000"
"565","535","545","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-2.8903","0.6568","-0.1988","0.4148","-1.0774","605000"
"555","585","485","0.704090412131314","465","-1","-1","-1","-1","-1","-1","-1.1901","0.0328","-0.0537","0.6498","-0.643","320000"
"525","425","570","0.622642915849938","585","-1","407","-1","-1","-1","-1","-0.0154","-0.6201","0.3174","1.2869","0.2889","100000"
"535","645","435","0.930370607202691","565","-1","-1","-1","-1","-1","-1","-2.1175","-0.4353","-0.9245","-1.2303","-1.0774","180000"
"640","520","570","0.112139438207403","-1","228","-1","-1","-1","-1","-1","1.5644","0.8784","-0.9122","-2.643","-1.8189","315000"
"545","445","625","0.376059586651545","395","300","-1","-1","-1","340","-1","0.6646","-0.7473","-1.5051","1.1199","-0.1295","490000"
"535","580","445","0.819416529835888","505","-1","-1","-1","-1","-1","-1","-1.1644","-0.4536","0.4711","-1.6289","0.8637","340000"
"535","530","450","-1.0","415","-1","-1","-1","-1","-1","-1","0.99","1.2114","0.01","-1.3753","0.8637","145000"
"475","515","464","0.622642915849938","395","-1","407","-1","-1","-1","-1","-0.3027","-0.2871","0.9322","-2.3895","-0.0943","310000"
"455","605","625","0.916869961103619","555","-1","-1","-1","-1","-1","-1","-0.2628","-0.5913","0.2366","-0.1727","0.8183","640000"
"525","590","560","0.942116551485008","575","-1","-1","-1","-1","-1","-1","-0.3027","0.3789","-0.2974","-1.5021","0.2889","240000"
"545","585","425","0.991230625262871","475","-1","592","-1","-1","-1","-1","0.7027","0.7119","1.547","-0.6147","1.0554","300000"
"335","530","430","0.842248322257836","505","-1","469","-1","-1","-1","-1","0.99","0.8784","0.9322","-1.3753","0.2889","320000"
"370","455","380","0.684565067658204","-1","-1","223","-1","452","-1","-1","0.2718","0.7119","0.3174","-1.8824","0.6721","140000"
"675","415","735","0.910770164246022","-1","433","-1","-1","-1","-1","-1","0.3555","0.8128","-0.6343","-0.4078","0.5419","400000"
"525","415","385","-1.0","-1","-1","-1","-1","-1","-1","-1","0.6646","1.5928","0.8171","0.2973","0.8973","480000"
"465","585","515","0.911395278391328","545","-1","500","-1","-1","-1","-1","0.8463","1.0449","-1.0659","-1.6289","0.6721","250000"
"700","605","690","0.493596387301038","-1","324","-1","-1","-1","-1","-1","0.1282","-0.2871","0.1637","-0.995","-0.4776","260000"
"585","665","635","0.376059586651545","535","300","-1","-1","-1","-1","-1","0.51","0.9688","0.8171","-0.5253","0.6603","200000"
"370","425","430","0.144789889482462","325","-1","284","-1","-1","-1","-1","0.4155","0.3789","1.0859","0.2727","0.2889","220000"
"545","350","500","0.450876584483451","395","-1","-1","-1","-1","-1","-1","0.7027","0.3789","0.4711","-0.4879","-0.0943","130000"
"454","495","464","0.910770164246022","505","433","-1","-1","-1","-1","-1","0.9737","0.6568","0.2366","-1.1128","0.1864","380000"
"285","425","165","0.450876584483451","395","-1","-1","-1","-1","-1","-1","0.1282","0.0459","-0.1437","0.9066","0.2889","55000"
"365","415","315","0.376059586651545","315","300","-1","-1","-1","340","-1","0.0464","-0.1232","0.672","0.6498","-1.3934","450000"
"490","425","595","0.459015840492937","325","-1","-1","376","-1","-1","-1","-0.0154","-2.6181","-0.9122","1.9207","-2.2021","240000"
"455","595","500","0.207392169717661","225","260","-1","-1","-1","-1","-1","0.99","1.0449","1.7007","-2.0092","0.2889","315000"
"325","400","680","0.23780283983757","445","-1","315","-1","-1","-1","-1","-1.0208","0.0459","-0.1437","1.4136","0.2889","260000"
"405","435","345","0.824666400671332","355","400","-1","-1","-1","-1","-1","-1.4992","-0.5523","-1.5776","1.3549","-0.9194","200000"
"275","415","310","0.0800552813405495","315","-1","253","-1","-1","-1","-1","0.5591","0.2124","0.3174","0.5262","-0.2859","120000"
"265","520","370","0.694479327708463","-1","366","-1","-1","-1","-1","-1","-1.4606","-0.2793","-0.9245","1.0611","-0.7615","110000"
"555","630","620","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-1.4517","-0.4536","0.4711","-1.6289","0.4805","300000"
"485","585","745","-1.0","435","-1","-1","-1","-1","-1","-1","0.0464","-2.7754","-1.2148","0.6498","-0.7615","410000"
"395","404","385","0.864685413370085","525","-1","-1","-1","-1","-1","-1","1.1283","1.4368","1.3977","-0.1727","0.1864","150000"
"545","435","470","-1.0","-1","-1","-1","-1","-1","-1","-1","-0.4463","0.3789","0.7785","0.0192","-0.6692","300000"
"475","445","585","0.538386892985096","405","333","-1","-1","-1","-1","-1","-0.5719","0.3448","-0.0537","1.3549","1.1343","320000"
"435","375","395","0.245455659999829","335","-1","-1","-1","-1","-1","-1","0.51","1.1248","0.5269","1.2374","0.8183","235000"
"465","585","565","0.635978756456794","445","-1","-1","-1","-1","-1","-1","0.2009","0.0328","0.5269","-1.2303","0.6603","415000"
"415","495","475","0.10487135986097","275","-1","-1","-1","-1","-1","-1","-0.1082","-0.5523","-0.598","-0.6428","-0.9194","270000"
"405","475","515","0.952245572924303","585","-1","-1","-1","-1","-1","-1","-1.6538","-0.5913","-0.4891","0.2973","-0.9194","280000"
"545","495","415","0.356536487724475","425","-1","346","-1","-1","-1","-1","-0.3027","0.7119","-1.6807","-0.1076","0.8637","220000"
"445","465","585","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-0.880999999999999","0.3448","-0.1988","0.0623","0.5024","520000"
"455","575","445","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.0464","0.5008","0.2366","-0.7603","-0.2875","200000"
"345","450","370","0.0587928000083534","345","200","-1","-1","-1","446","-1","0.8463","1.0449","0.7785","0.5262","0.4805","85000"
"475","375","315","0.165633091512476","305","-1","-1","-1","-1","-1","-1","-2.272","0.3448","-1.2148","1.23732999999999","-2.0648","250000"
"555","645","750","0.655766942617211","435","-1","-1","-1","-1","366","-1","-1.4517","0.3789","0.3174","-0.995","-0.0943","325000"
"660","495","590","0.824666400671332","475","400","-1","-1","-1","-1","-1","0.2718","0.3789","0.3174","-0.1076","0.2889","120000"
"405","460","390","0.338786347219528","415","292","-1","-1","-1","-1","-1","0.8463","-1.7856","-0.1437","1.5404","-0.8608","120000"
"445","495","585","0.793580614548506","495","-1","-1","-1","-1","-1","-1","-0.2628","-0.2793","-1.3599","0.5323","-0.7615","500000"
"475","485","595","0.884122511593735","535","-1","-1","-1","-1","-1","-1","1.0896","1.4368","0.0914","-0.4371","-0.1295","425000"
"595","375","370","0.486747008438193","475","-1","376","-1","-1","-1","-1","-0.7335","0.0459","-0.1437","-0.4879","-0.8608","240000"
"510","305","310","0.694479327708463","405","366","-1","-1","286","260","-1","-1.0208","-0.6201","-0.1437","1.4136","-0.0943","105000"
"615","665","535","0.916869961103619","555","-1","-1","-1","-1","-1","-1","-2.5811","-0.0842","-1.5776","1.8249","-0.9194","240000"
"490","480","525","-1.0","405","-1","-1","-1","-1","-1","-1","-0.0154","0.7119","0.1637","0.7798","-0.8608","350000"
"515","435","375","0.377551419424541","375","-1","-1","-1","-1","-1","-1","0.8578","0.9688","1.1074","-0.349","0.8183","300000"
"605","525","370","-1.0","-1","-1","-1","-1","-1","-1","-1","1.2772","1.3779","-0.6048","-0.7415","0.4805","315000"
"465","575","545","0.342314899911815","365","-1","-1","-1","-1","-1","-1","0.2782","0.1888","-0.344","0.44423","-0.1295","240000"
"510","540","510","0.744758354008939","485","-1","438","-1","-1","-1","-1","-1.8825","0.3789","0.4711","0.7798","-0.4776","80000"
"805","565","645","0.338786347219528","465","292","-1","-1","-1","-1","-1","-0.4463","-0.4536","-1.6807","0.3995","-1.244","310000"
"385","410","330","0.0800552813405495","355","-1","253","-1","-1","-1","-1","-0.8772","-0.1206","1.3933","0.3995","0.2889","155000"
"465","570","520","0.911395278391328","635","-1","500","-1","-1","-1","-1","1.5644","1.2114","-0.7585","-2.136","-1.4356","400000"
"385","345","425","0.229481754911755","275","266","-1","-1","-1","-1","-1","-0.4173","0.3448","0.3817","-0.6428","0.9763","200000"
"345","415","210","0.0329370177076901","-1","-1","-1","223","-1","-1","-1","0.7027","-0.4536","0.4711","0.7798","-0.4776","100000"
"625","585","695","0.414337426422751","-1","-1","-1","366","-1","-1","-1","-0.3027","0.5454","0.4711","0.5262","0.8637","600000"
"475","215","335","0.229481754911755","355","266","-1","393","-1","-1","-1","-2.272","-0.7993","-1.3599","0.5323","-2.1833","505000"
"485","405","345","0.144789889482462","405","-1","284","-1","-1","-1","-1","1.1283","0.9688","0.9623","0.41483","0.0679","95000"
